timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,bois,bois,boit,bois,bois,boit,,,,
IND-IM,buvais,buvais,buvait,buvais,buvais,buvait,,,,
IND-FS,boirai,boiras,boira,boirai,boiras,boira,,,,
IND-PS,bus,bus,but,bus,bus,but,,,,
SUB-PR,boive,boives,boive,boive,boives,boive,,,,
SUB-IM,busse,busses,bÃ»t,busse,busses,bÃ»t,,,,
CON-PR,boirais,boirais,boirait,boirais,boirais,boirait,,,,
IMP-PR,,bois,,,bois,,,,,
PAR-PR,,,buvant,,,buvant,,,,
