timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,repars,repars,repart,repars,repars,repart,,,,
IND-IM,repartais,repartais,repartait,repartais,repartais,repartait,,,,
IND-FS,repartirai,repartiras,repartira,repartirai,repartiras,repartira,,,,
IND-PS,repartis,repartis,repartit,repartis,repartis,repartit,,,,
SUB-PR,reparte,repartes,reparte,reparte,repartes,reparte,,,,
SUB-IM,repartisse,repartisses,repart̨t,repartisse,repartisses,repart̨t,,,,
CON-PR,repartirais,repartirais,repartirait,repartirais,repartirais,repartirait,,,,
IMP-PR,,repars,,,repars,,,,,
PAR-PR,,,repartant,,,repartant,,,,
