1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:conquiers,conquiers,conquiert,conquérons,conquérez,conquièrent,,,,,,,,,,,,
indicatif imparfait:conquérais,conquérais,conquérait,conquérions,conquériez,conquéraient,,,,,,,,,,,,
indicatif futur simple:conquerrai,conquerras,conquerra,conquerrons,conquerrez,conquerront,,,,,,,,,,,,
indicatif passé simple:conquis,conquis,conquit,conquîmes,conquîtes,conquirent,,,,,,,,,,,,
subjonctif présent:conquière,conquières,conquière,conquérions,conquériez,conquièrent,,,,,,,,,,,,
subjonctif imparfait:conquisse,conquisses,conquÃ®t,conquissions,conquissiez,conquissent,,,,,,,,,,,,
conditionnel présent:conquerrais,conquerrais,conquerrait,conquerrions,conquerriez,conquerraient,,,,,,,,,,,,
impératif présent:,conquiers,,conquérons,conquérez,,,,,,,,,,,,,
participe présent:,,conquérant,,,,,,,,,,,,,,,
