timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,ressors,ressors,ressort,ressors,ressors,ressort,,,,
IND-IM,ressortais,ressortais,ressortait,ressortais,ressortais,ressortait,,,,
IND-FS,ressortirai,ressortiras,ressortira,ressortirai,ressortiras,ressortira,,,,
IND-PS,ressortis,ressortis,ressortit,ressortis,ressortis,ressortit,,,,
SUB-PR,ressorte,ressortes,ressorte,ressorte,ressortes,ressorte,,,,
SUB-IM,ressortisse,ressortisses,ressort̨t,ressortisse,ressortisses,ressort̨t,,,,
CON-PR,ressortirais,ressortirais,ressortirait,ressortirais,ressortirais,ressortirait,,,,
IMP-PR,,ressors,,,ressors,,,,,
PAR-PR,,,ressortant,,,ressortant,,,,
