1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:fends,fends,fend,fendons,fendez,fendent,,,,,,,,,,,,
indicatif imparfait:fendais,fendais,fendait,fendions,fendiez,fendaient,,,,,,,,,,,,
indicatif futur simple:fendrai,fendras,fendra,fendrons,fendrez,fendront,,,,,,,,,,,,
indicatif passé simple:fendis,fendis,fendit,fendîmes,fendîtes,fendirent,,,,,,,,,,,,
subjonctif présent:fende,fendes,fende,fendions,fendiez,fendent,,,,,,,,,,,,
subjonctif imparfait:fendisse,fendisses,fendÃ®t,fendissions,fendissiez,fendissent,,,,,,,,,,,,
conditionnel présent:fendrais,fendrais,fendrait,fendrions,fendriez,fendraient,,,,,,,,,,,,
impératif présent:,fends,,fendons,fendez,,,,,,,,,,,,,
participe présent:,,fendant,,,,,,,,,,,,,,,
