timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,souris,souris,sourit,souris,souris,sourit,,,,
IND-IM,souriais,souriais,souriait,souriais,souriais,souriait,,,,
IND-FS,sourirai,souriras,sourira,sourirai,souriras,sourira,,,,
IND-PS,souris,souris,sourit,souris,souris,sourit,,,,
SUB-PR,sourie,souries,sourie,sourie,souries,sourie,,,,
SUB-IM,sourisse,sourisses,sour̨t,sourisse,sourisses,sour̨t,,,,
CON-PR,sourirais,sourirais,sourirait,sourirais,sourirais,sourirait,,,,
IMP-PR,,souris,,,souris,,,,,
PAR-PR,,,souriant,,,souriant,,,,
