timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,condescends,condescends,condescend,condescends,condescends,condescend,,,,
IND-IM,condescendais,condescendais,condescendait,condescendais,condescendais,condescendait,,,,
IND-FS,condescendrai,condescendras,condescendra,condescendrai,condescendras,condescendra,,,,
IND-PS,condescendis,condescendis,condescendit,condescendis,condescendis,condescendit,,,,
SUB-PR,condescende,condescendes,condescende,condescende,condescendes,condescende,,,,
SUB-IM,condescendisse,condescendisses,condescend̨t,condescendisse,condescendisses,condescend̨t,,,,
CON-PR,condescendrais,condescendrais,condescendrait,condescendrais,condescendrais,condescendrait,,,,
IMP-PR,,condescends,,,condescends,,,,,
PAR-PR,,,condescendant,,,condescendant,,,,
