1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:faux,faux,faut,faillons,faillez,faillent,,,,,,,,,,,,
indicatif imparfait:faillais,faillais,faillait,faillions,failliez,faillaient,,,,,,,,,,,,
indicatif futur simple:faillirai,failliras,faillira,faillirons,faillirez,failliront,,,,,,,,,,,,
indicatif passé simple:faillis,faillis,faillit,faillîmes,faillîtes,faillirent,,,,,,,,,,,,
subjonctif présent:faillisse,faillisses,faillisse,faillissions,faillissiez,faillissent,,,,,,,,,,,,
subjonctif imparfait:faillisse,faillisses,faillÃ®t,faillissions,faillissiez,faillissent,,,,,,,,,,,,
conditionnel présent:faillirais,faillirais,faillirait,faillirions,failliriez,failliraient,,,,,,,,,,,,
impératif présent:,,,,,,,,,,,,,,,,,
participe présent:,,faillant,,,,,,,,,,,,,,,
