timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,couvre,couvres,couvre,couvre,couvres,couvre,,,,
IND-IM,couvrais,couvrais,couvrait,couvrais,couvrais,couvrait,,,,
IND-FS,couvrirai,couvriras,couvrira,couvrirai,couvriras,couvrira,,,,
IND-PS,couvris,couvris,couvrit,couvris,couvris,couvrit,,,,
SUB-PR,couvre,couvres,couvre,couvre,couvres,couvre,,,,
SUB-IM,couvrisse,couvrisses,couvr̨t,couvrisse,couvrisses,couvr̨t,,,,
CON-PR,couvrirais,couvrirais,couvrirait,couvrirais,couvrirais,couvrirait,,,,
IMP-PR,,couvre,,,couvre,,,,,
PAR-PR,,,couvrant,,,couvrant,,,,
