1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:accueille,accueilles,accueille,accueillons,accueillez,accueillent,,,,,,,,,,,,
indicatif imparfait:accueillais,accueillais,accueillait,accueillions,accueilliez,accueillaient,,,,,,,,,,,,
indicatif futur simple:accueillerai,accueilleras,accueillera,accueillerons,accueillerez,accueilleront,,,,,,,,,,,,
indicatif passé simple:accueillis,accueillis,accueillit,accueillîmes,accueillîtes,accueillirent,,,,,,,,,,,,
subjonctif présent:accueille,accueilles,accueille,accueillions,accueilliez,accueillent,,,,,,,,,,,,
subjonctif imparfait:accueillisse,accueillisses,accueillÃ®t,accueillissions,accueillissiez,accueillissent,,,,,,,,,,,,
conditionnel présent:accueillerais,accueillerais,accueillerait,accueillerions,accueilleriez,accueilleraient,,,,,,,,,,,,
impératif présent:,accueille,,accueillons,accueillez,,,,,,,,,,,,,
participe présent:,,accueillant,,,,,,,,,,,,,,,
