1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:mouds,mouds,moud,moulons,moulez,moulent,,,,,,,,,,,,
indicatif imparfait:moulais,moulais,moulait,moulions,mouliez,moulaient,,,,,,,,,,,,
indicatif futur simple:moudrai,moudras,moudra,moudrons,moudrez,moudront,,,,,,,,,,,,
indicatif passé simple:moulus,moulus,moulut,moulûmes,moulûtes,moulurent,,,,,,,,,,,,
subjonctif présent:moule,moules,moule,moulions,mouliez,moulent,,,,,,,,,,,,
subjonctif imparfait:moulusse,moulusses,moulÃ»t,moulussions,moulussiez,moulussent,,,,,,,,,,,,
conditionnel présent:moudrais,moudrais,moudrait,moudrions,moudriez,moudraient,,,,,,,,,,,,
impératif présent:,mouds,,moulons,moulez,,,,,,,,,,,,,
participe présent:,,moulant,,,,,,,,,,,,,,,
