timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,conjoins,conjoins,conjoint,conjoins,conjoins,conjoint,,,,
IND-IM,conjoignais,conjoignais,conjoignait,conjoignais,conjoignais,conjoignait,,,,
IND-FS,conjoindrai,conjoindras,conjoindra,conjoindrai,conjoindras,conjoindra,,,,
IND-PS,conjoignis,conjoignis,conjoignit,conjoignis,conjoignis,conjoignit,,,,
SUB-PR,conjoigne,conjoignes,conjoigne,conjoigne,conjoignes,conjoigne,,,,
SUB-IM,conjoignisse,conjoignisses,conjoign̨t,conjoignisse,conjoignisses,conjoign̨t,,,,
CON-PR,conjoindrais,conjoindrais,conjoindrait,conjoindrais,conjoindrais,conjoindrait,,,,
IMP-PR,,conjoins,,,conjoins,,,,,
PAR-PR,,,conjoignant,,,conjoignant,,,,
