timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,rouvre,rouvres,rouvre,rouvre,rouvres,rouvre,,,,
IND-IM,rouvrais,rouvrais,rouvrait,rouvrais,rouvrais,rouvrait,,,,
IND-FS,rouvrirai,rouvriras,rouvrira,rouvrirai,rouvriras,rouvrira,,,,
IND-PS,rouvris,rouvris,rouvrit,rouvris,rouvris,rouvrit,,,,
SUB-PR,rouvre,rouvres,rouvre,rouvre,rouvres,rouvre,,,,
SUB-IM,rouvrisse,rouvrisses,rouvr̨t,rouvrisse,rouvrisses,rouvr̨t,,,,
CON-PR,rouvrirais,rouvrirais,rouvrirait,rouvrirais,rouvrirais,rouvrirait,,,,
IMP-PR,,rouvre,,,rouvre,,,,,
PAR-PR,,,rouvrant,,,rouvrant,,,,
