1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:m'abstiens,t'abstiens,s'abstient,nous abstenons,vous abstenez,s'abstiennent,,,,,,,,,,,,
indicatif imparfait:m'abstenais,t'abstenais,s'abstenait,nous abstenions,vous absteniez,s'abstenaient,,,,,,,,,,,,
indicatif futur simple:m'abstiendrai,t'abstiendras,s'abstiendra,nous abstiendrons,vous abstiendrez,s'abstiendront,,,,,,,,,,,,
indicatif passé simple:m'abstins,t'abstins,s'abstint,nous abstînmes,vous abstîntes,s'abstinrent,,,,,,,,,,,,
subjonctif présent:m'abstienne,t'abstiennes,s'abstienne,nous abstenions,vous absteniez,s'abstiennent,,,,,,,,,,,,
subjonctif imparfait:m'abstinsse,t'abstinsses,s'abstÃ®nt,nous abstinssions,vous abstinssiez,s'abstinssent,,,,,,,,,,,,
conditionnel présent:m'abstiendrais,t'abstiendrais,s'abstiendrait,nous abstiendrions,vous abstiendriez,s'abstiendraient,,,,,,,,,,,,
impératif présent:,t'abstiens,,nous abstenons,vous abstenez,,,,,,,,,,,,,
participe présent:,,m'abstenant,,,,,,,,,,,,,,,
