1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:redescends,redescends,redescend,redescendons,redescendez,redescendent,,,,,,,,,,,,
indicatif imparfait:redescendais,redescendais,redescendait,redescendions,redescendiez,redescendaient,,,,,,,,,,,,
indicatif futur simple:redescendrai,redescendras,redescendra,redescendrons,redescendrez,redescendront,,,,,,,,,,,,
indicatif passé simple:redescendis,redescendis,redescendit,redescendîmes,redescendîtes,redescendirent,,,,,,,,,,,,
subjonctif présent:redescende,redescendes,redescende,redescendions,redescendiez,redescendent,,,,,,,,,,,,
subjonctif imparfait:redescendisse,redescendisses,redescendÃ®t,redescendissions,redescendissiez,redescendissent,,,,,,,,,,,,
conditionnel présent:redescendrais,redescendrais,redescendrait,redescendrions,redescendriez,redescendraient,,,,,,,,,,,,
impératif présent:,redescends,,redescendons,redescendez,,,,,,,,,,,,,
participe présent:,,redescendant,,,,,,,,,,,,,,,
