1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:,,faut,,,,,,,,,,,,,,,
indicatif imparfait:,,fallait,,,,,,,,,,,,,,,
indicatif futur simple:,,faudra,,,,,,,,,,,,,,,
indicatif passé simple:,,fallut,,,,,,,,,,,,,,,
subjonctif présent:,,faille,,,,,,,,,,,,,,,
subjonctif imparfait:,,fallÃ»t,,,,,,,,,,,,,,,
conditionnel présent:,,faudrait,,,,,,,,,,,,,,,
impératif présent:,,,,,,,,,,,,,,,,,
participe passé:,,fallu,,,,,,,,,,,,,,,
