timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,enjoins,enjoins,enjoint,enjoins,enjoins,enjoint,,,,
IND-IM,enjoignais,enjoignais,enjoignait,enjoignais,enjoignais,enjoignait,,,,
IND-FS,enjoindrai,enjoindras,enjoindra,enjoindrai,enjoindras,enjoindra,,,,
IND-PS,enjoignis,enjoignis,enjoignit,enjoignis,enjoignis,enjoignit,,,,
SUB-PR,enjoigne,enjoignes,enjoigne,enjoigne,enjoignes,enjoigne,,,,
SUB-IM,enjoignisse,enjoignisses,enjoign̨t,enjoignisse,enjoignisses,enjoign̨t,,,,
CON-PR,enjoindrais,enjoindrais,enjoindrait,enjoindrais,enjoindrais,enjoindrait,,,,
IMP-PR,,enjoins,,,enjoins,,,,,
PAR-PR,,,enjoignant,,,enjoignant,,,,
