1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:soustrais,soustrais,soustrait,soustrayons,soustrayez,soustraient,,,,,,,,,,,,
indicatif imparfait:soustrayais,soustrayais,soustrayait,soustrayions,soustrayiez,soustrayaient,,,,,,,,,,,,
indicatif futur simple:soustrairai,soustrairas,soustraira,soustrairons,soustrairez,soustrairont,,,,,,,,,,,,
indicatif passé simple:,,,,,,,,,,,,,,,,,
subjonctif présent:soustraie,soustraies,soustraie,soustrayions,soustrayiez,soustraient,,,,,,,,,,,,
subjonctif imparfait:,,,,,,,,,,,,,,,,,
conditionnel présent:soustrairais,soustrairais,soustrairait,soustrairions,soustrairiez,soustrairaient,,,,,,,,,,,,
impératif présent:,soustrais,,soustrayons,soustrayez,,,,,,,,,,,,,
participe présent:,,soustrayant,,,,,,,,,,,,,,,
