1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:sous-tends,sous-tends,sous-tend,sous-tendons,sous-tendez,sous-tendent,,,,,,,,,,,,
indicatif imparfait:sous-tendais,sous-tendais,sous-tendait,sous-tendions,sous-tendiez,sous-tendaient,,,,,,,,,,,,
indicatif futur simple:sous-tendrai,sous-tendras,sous-tendra,sous-tendrons,sous-tendrez,sous-tendront,,,,,,,,,,,,
indicatif passé simple:sous-tendis,sous-tendis,sous-tendit,sous-tendîmes,sous-tendîtes,sous-tendirent,,,,,,,,,,,,
subjonctif présent:sous-tende,sous-tendes,sous-tende,sous-tendions,sous-tendiez,sous-tendent,,,,,,,,,,,,
subjonctif imparfait:sous-tendisse,sous-tendisses,sous-tendÃ®t,sous-tendissions,sous-tendissiez,sous-tendissent,,,,,,,,,,,,
conditionnel présent:sous-tendrais,sous-tendrais,sous-tendrait,sous-tendrions,sous-tendriez,sous-tendraient,,,,,,,,,,,,
impératif présent:,sous-tends,,sous-tendons,sous-tendez,,,,,,,,,,,,,
participe présent:,,sous-tendant,,,,,,,,,,,,,,,
