timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,rentrouvre,rentrouvres,rentrouvre,rentrouvre,rentrouvres,rentrouvre,,,,
IND-IM,rentrouvrais,rentrouvrais,rentrouvrait,rentrouvrais,rentrouvrais,rentrouvrait,,,,
IND-FS,rentrouvrirai,rentrouvriras,rentrouvrira,rentrouvrirai,rentrouvriras,rentrouvrira,,,,
IND-PS,rentrouvris,rentrouvris,rentrouvrit,rentrouvris,rentrouvris,rentrouvrit,,,,
SUB-PR,rentrouvre,rentrouvres,rentrouvre,rentrouvre,rentrouvres,rentrouvre,,,,
SUB-IM,rentrouvrisse,rentrouvrisses,rentrouvr̨t,rentrouvrisse,rentrouvrisses,rentrouvr̨t,,,,
CON-PR,rentrouvrirais,rentrouvrirais,rentrouvrirait,rentrouvrirais,rentrouvrirais,rentrouvrirait,,,,
IMP-PR,,rentrouvre,,,rentrouvre,,,,,
PAR-PR,,,rentrouvrant,,,rentrouvrant,,,,
