timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,rabats,rabats,,rabats,rabats,,,,,
IND-IM,rabattais,rabattais,rabattait,rabattais,rabattais,rabattait,,,,
IND-FS,rabattrai,rabattras,rabattra,rabattrai,rabattras,rabattra,,,,
IND-PS,rabattis,rabattis,rabattit,rabattis,rabattis,rabattit,,,,
SUB-PR,rabatte,rabattes,rabatte,rabatte,rabattes,rabatte,,,,
SUB-IM,rabattisse,rabattisses,rabatt̨t,rabattisse,rabattisses,rabatt̨t,,,,
CON-PR,rabattrais,rabattrais,rabattrait,rabattrais,rabattrais,rabattrait,,,,
IMP-PR,,rabats,,,rabats,,,,,
PAR-PR,,,rabattant,,,rabattant,,,,
