timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,pourfends,pourfends,pourfend,pourfends,pourfends,pourfend,,,,
IND-IM,pourfendais,pourfendais,pourfendait,pourfendais,pourfendais,pourfendait,,,,
IND-FS,pourfendrai,pourfendras,pourfendra,pourfendrai,pourfendras,pourfendra,,,,
IND-PS,pourfendis,pourfendis,pourfendit,pourfendis,pourfendis,pourfendit,,,,
SUB-PR,pourfende,pourfendes,pourfende,pourfende,pourfendes,pourfende,,,,
SUB-IM,pourfendisse,pourfendisses,pourfend̨t,pourfendisse,pourfendisses,pourfend̨t,,,,
CON-PR,pourfendrais,pourfendrais,pourfendrait,pourfendrais,pourfendrais,pourfendrait,,,,
IMP-PR,,pourfends,,,pourfends,,,,,
PAR-PR,,,pourfendant,,,pourfendant,,,,
