1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:conviens,conviens,convient,convenons,convenez,conviennent,,,,,,,,,,,,
indicatif imparfait:convenais,convenais,convenait,convenions,conveniez,convenaient,,,,,,,,,,,,
indicatif futur simple:conviendrai,conviendras,conviendra,conviendrons,conviendrez,conviendront,,,,,,,,,,,,
indicatif passé simple:convins,convins,convint,convînmes,convîntes,convinrent,,,,,,,,,,,,
subjonctif présent:convienne,conviennes,convienne,convenions,conveniez,conviennent,,,,,,,,,,,,
subjonctif imparfait:convinsse,convinsses,convÃ®nt,convinssions,convinssiez,convinssent,,,,,,,,,,,,
conditionnel présent:conviendrais,conviendrais,conviendrait,conviendrions,conviendriez,conviendraient,,,,,,,,,,,,
impératif présent:,conviens,,convenons,convenez,,,,,,,,,,,,,
participe présent:,,convenant,,,,,,,,,,,,,,,
