1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:brais,brais,brait,brayons,brayez,braient,,,,,,,,,,,,
indicatif imparfait:brayais,brayais,brayait,brayions,brayiez,brayaient,,,,,,,,,,,,
indicatif futur simple:brairai,brairas,braira,brairons,brairez,brairont,,,,,,,,,,,,
indicatif passé simple:,,,,,,,,,,,,,,,,,
subjonctif présent:braie,braies,braie,brayions,brayiez,braient,,,,,,,,,,,,
subjonctif imparfait:,,,,,,,,,,,,,,,,,
conditionnel présent:brairais,brairais,brairait,brairions,brairiez,brairaient,,,,,,,,,,,,
impératif présent:,brais,,brayons,brayez,,,,,,,,,,,,,
participe présent:,,brayant,,,,,,,,,,,,,,,
