timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,apprends,apprends,apprend,apprends,apprends,apprend,,,,
IND-IM,apprenais,apprenais,apprenait,apprenais,apprenais,apprenait,,,,
IND-FS,apprendrai,apprendras,apprendra,apprendrai,apprendras,apprendra,,,,
IND-PS,appris,appris,apprit,appris,appris,apprit,,,,
SUB-PR,apprenne,apprennes,apprenne,apprenne,apprennes,apprenne,,,,
SUB-IM,apprisse,apprisses,appr̨t,apprisse,apprisses,appr̨t,,,,
CON-PR,apprendrais,apprendrais,apprendrait,apprendrais,apprendrais,apprendrait,,,,
IMP-PR,,apprends,,,apprends,,,,,
PAR-PR,,,apprenant,,,apprenant,,,,
