1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:souris,souris,sourit,sourions,souriez,sourient,,,,,,,,,,,,
indicatif imparfait:souriais,souriais,souriait,souriions,souriiez,souriaient,,,,,,,,,,,,
indicatif futur simple:sourirai,souriras,sourira,sourirons,sourirez,souriront,,,,,,,,,,,,
indicatif passé simple:souris,souris,sourit,sourîmes,sourîtes,sourirent,,,,,,,,,,,,
subjonctif présent:sourie,souries,sourie,souriions,souriiez,sourient,,,,,,,,,,,,
subjonctif imparfait:sourisse,sourisses,sourÃ®t,sourissions,sourissiez,sourissent,,,,,,,,,,,,
conditionnel présent:sourirais,sourirais,sourirait,souririons,souririez,souriraient,,,,,,,,,,,,
impératif présent:,souris,,sourions,souriez,,,,,,,,,,,,,
participe présent:,,souriant,,,,,,,,,,,,,,,
