timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,recuis,recuis,recuit,recuis,recuis,recuit,,,,
IND-IM,recuisais,recuisais,recuisait,recuisais,recuisais,recuisait,,,,
IND-FS,recuirai,recuiras,recuira,recuirai,recuiras,recuira,,,,
IND-PS,recuisis,recuisis,recuisit,recuisis,recuisis,recuisit,,,,
SUB-PR,recuise,recuises,recuise,recuise,recuises,recuise,,,,
SUB-IM,recuisisse,recuisisses,recuis̨t,recuisisse,recuisisses,recuis̨t,,,,
CON-PR,recuirais,recuirais,recuirait,recuirais,recuirais,recuirait,,,,
IMP-PR,,recuis,,,recuis,,,,,
PAR-PR,,,recuisant,,,recuisant,,,,
