1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:rebats,rebats,,rebattons,rebattez,rebattent,,,,,,,,,,,,
indicatif imparfait:rebattais,rebattais,rebattait,rebattions,rebattiez,rebattaient,,,,,,,,,,,,
indicatif futur simple:rebattrai,rebattras,rebattra,rebattrons,rebattrez,rebattront,,,,,,,,,,,,
indicatif passé simple:rebattis,rebattis,rebattit,rebattîmes,rebattîtes,rebattirent,,,,,,,,,,,,
subjonctif présent:rebatte,rebattes,rebatte,rebattions,rebattiez,rebattent,,,,,,,,,,,,
subjonctif imparfait:rebattisse,rebattisses,rebattÃ®t,rebattissions,rebattissiez,rebattissent,,,,,,,,,,,,
conditionnel présent:rebattrais,rebattrais,rebattrait,rebattrions,rebattriez,rebattraient,,,,,,,,,,,,
impératif présent:,rebats,,rebattons,rebattez,,,,,,,,,,,,,
participe présent:,,rebattant,,,,,,,,,,,,,,,
