1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:confis,confis,confit,confisons,confites,confisent,,,,,,,,,,,,
indicatif imparfait:confisais,confisais,confisait,confisions,confisiez,confisaient,,,,,,,,,,,,
indicatif futur simple:confirai,confiras,confira,confirons,confirez,confiront,,,,,,,,,,,,
indicatif passé simple:confis,confis,confit,confîmes,confîtes,confirent,,,,,,,,,,,,
subjonctif présent:confise,confises,confise,confisions,confisiez,confisent,,,,,,,,,,,,
subjonctif imparfait:confisse,confisses,confÃ®t,confissions,confissiez,confissent,,,,,,,,,,,,
conditionnel présent:confirais,confirais,confirait,confirions,confiriez,confiraient,,,,,,,,,,,,
impératif présent:,confis,,confisons,confites,,,,,,,,,,,,,
participe présent:,,confisant,,,,,,,,,,,,,,,
