timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,attends,attends,attend,attends,attends,attend,,,,
IND-IM,attendais,attendais,attendait,attendais,attendais,attendait,,,,
IND-FS,attendrai,attendras,attendra,attendrai,attendras,attendra,,,,
IND-PS,attendis,attendis,attendit,attendis,attendis,attendit,,,,
SUB-PR,attende,attendes,attende,attende,attendes,attende,,,,
SUB-IM,attendisse,attendisses,attend̨t,attendisse,attendisses,attend̨t,,,,
CON-PR,attendrais,attendrais,attendrait,attendrais,attendrais,attendrait,,,,
IMP-PR,,attends,,,attends,,,,,
PAR-PR,,,attendant,,,attendant,,,,
