1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:émouds,émouds,émoud,émoulons,émoulez,émoulent,,,,,,,,,,,,
indicatif imparfait:émoulais,émoulais,émoulait,émoulions,émouliez,émoulaient,,,,,,,,,,,,
indicatif futur simple:émoudrai,émoudras,émoudra,émoudrons,émoudrez,émoudront,,,,,,,,,,,,
indicatif passé simple:émoulus,émoulus,émoulut,émoulûmes,émoulûtes,émoulurent,,,,,,,,,,,,
subjonctif présent:émoule,émoules,émoule,émoulions,émouliez,émoulent,,,,,,,,,,,,
subjonctif imparfait:émoulusse,émoulusses,émoulût,émoulussions,émoulussiez,émoulussent,,,,,,,,,,,,
conditionnel présent:émoudrais,émoudrais,émoudrait,émoudrions,émoudriez,émoudraient,,,,,,,,,,,,
impératif présent:,émouds,,émoulons,émoulez,,,,,,,,,,,,,
participe présent:,,Ã©moulant,,,,,,,,,,,,,,,
