timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,sous-tends,sous-tends,sous-tend,sous-tends,sous-tends,sous-tend,,,,
IND-IM,sous-tendais,sous-tendais,sous-tendait,sous-tendais,sous-tendais,sous-tendait,,,,
IND-FS,sous-tendrai,sous-tendras,sous-tendra,sous-tendrai,sous-tendras,sous-tendra,,,,
IND-PS,sous-tendis,sous-tendis,sous-tendit,sous-tendis,sous-tendis,sous-tendit,,,,
SUB-PR,sous-tende,sous-tendes,sous-tende,sous-tende,sous-tendes,sous-tende,,,,
SUB-IM,sous-tendisse,sous-tendisses,sous-tend̨t,sous-tendisse,sous-tendisses,sous-tend̨t,,,,
CON-PR,sous-tendrais,sous-tendrais,sous-tendrait,sous-tendrais,sous-tendrais,sous-tendrait,,,,
IMP-PR,,sous-tends,,,sous-tends,,,,,
PAR-PR,,,sous-tendant,,,sous-tendant,,,,
