1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:soutiens,soutiens,soutient,soutenons,soutenez,soutiennent,,,,,,,,,,,,
indicatif imparfait:soutenais,soutenais,soutenait,soutenions,souteniez,soutenaient,,,,,,,,,,,,
indicatif futur simple:soutiendrai,soutiendras,soutiendra,soutiendrons,soutiendrez,soutiendront,,,,,,,,,,,,
indicatif passé simple:soutins,soutins,soutint,soutînmes,soutîntes,soutinrent,,,,,,,,,,,,
subjonctif présent:soutienne,soutiennes,soutienne,soutenions,souteniez,soutiennent,,,,,,,,,,,,
subjonctif imparfait:soutinsse,soutinsses,soutÃ®nt,soutinssions,soutinssiez,soutinssent,,,,,,,,,,,,
conditionnel présent:soutiendrais,soutiendrais,soutiendrait,soutiendrions,soutiendriez,soutiendraient,,,,,,,,,,,,
impératif présent:,soutiens,,soutenons,soutenez,,,,,,,,,,,,,
participe présent:,,soutenant,,,,,,,,,,,,,,,
