timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,surfais,surfais,surfait,surfais,surfais,surfait,,,,
IND-IM,surfaisais,surfaisais,surfaisait,surfaisais,surfaisais,surfaisait,,,,
IND-FS,surferai,surferas,surfera,surferai,surferas,surfera,,,,
IND-PS,surfis,surfis,surfit,surfis,surfis,surfit,,,,
SUB-PR,surfasse,surfasses,surfasse,surfasse,surfasses,surfasse,,,,
SUB-IM,surfisse,surfisses,surf̨t,surfisse,surfisses,surf̨t,,,,
CON-PR,surferais,surferais,surferait,surferais,surferais,surferait,,,,
IMP-PR,,surfais,,,surfais,,,,,
PAR-PR,,,surfaisant,,,surfaisant,,,,
