1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:meurs,meurs,meurt,mourons,mourez,meurent,,,,,,,,,,,,
indicatif imparfait:mourais,mourais,mourait,mourions,mouriez,mouraient,,,,,,,,,,,,
indicatif futur simple:mourrai,mourras,mourra,mourrons,mourrez,mourront,,,,,,,,,,,,
indicatif passé simple:mourus,mourus,mourut,mourûmes,mourûtes,moururent,,,,,,,,,,,,
subjonctif présent:meure,meures,meure,mourions,mouriez,meurent,,,,,,,,,,,,
subjonctif imparfait:mourusse,mourusses,mourÃ»t,mourussions,mourussiez,mourussent,,,,,,,,,,,,
conditionnel présent:mourrais,mourrais,mourrait,mourrions,mourriez,mourraient,,,,,,,,,,,,
impératif présent:,meurs,,mourons,mourez,,,,,,,,,,,,,
participe présent:,,mourant,,,,,,,,,,,,,,,
