1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:bats,bats,,battons,battez,battent,,,,,,,,,,,,
indicatif imparfait:battais,battais,battait,battions,battiez,battaient,,,,,,,,,,,,
indicatif futur simple:battrai,battras,battra,battrons,battrez,battront,,,,,,,,,,,,
indicatif passé simple:battis,battis,battit,battîmes,battîtes,battirent,,,,,,,,,,,,
subjonctif présent:batte,battes,batte,battions,battiez,battent,,,,,,,,,,,,
subjonctif imparfait:battisse,battisses,battÃ®t,battissions,battissiez,battissent,,,,,,,,,,,,
conditionnel présent:battrais,battrais,battrait,battrions,battriez,battraient,,,,,,,,,,,,
impératif présent:,bats,,battons,battez,,,,,,,,,,,,,
participe présent:,,battant,,,,,,,,,,,,,,,
