1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:reparais,reparais,reparaÃ®t,reparaissons,reparaissez,reparaissent,,,,,,,,,,,,
indicatif imparfait:reparaissais,reparaissais,reparaissait,reparaissions,reparaissiez,reparaissaient,,,,,,,,,,,,
indicatif futur simple:reparaîtrai,reparaîtras,reparaîtra,reparaîtrons,reparaîtrez,reparaîtront,,,,,,,,,,,,
indicatif passé simple:reparus,reparus,reparut,reparûmes,reparûtes,reparurent,,,,,,,,,,,,
subjonctif présent:reparaisse,reparaisses,reparaisse,reparaissions,reparaissiez,reparaissent,,,,,,,,,,,,
subjonctif imparfait:reparusse,reparusses,reparÃ»t,reparussions,reparussiez,reparussent,,,,,,,,,,,,
conditionnel présent:reparaîtrais,reparaîtrais,reparaîtrait,reparaîtrions,reparaîtriez,reparaîtraient,,,,,,,,,,,,
impératif présent:,reparais,,reparaissons,reparaissez,,,,,,,,,,,,,
participe présent:,,reparaissant,,,,,,,,,,,,,,,
