timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,souffre,souffres,souffre,souffre,souffres,souffre,,,,
IND-IM,souffrais,souffrais,souffrait,souffrais,souffrais,souffrait,,,,
IND-FS,souffrirai,souffriras,souffrira,souffrirai,souffriras,souffrira,,,,
IND-PS,souffris,souffris,souffrit,souffris,souffris,souffrit,,,,
SUB-PR,souffre,souffres,souffre,souffre,souffres,souffre,,,,
SUB-IM,souffrisse,souffrisses,souffr̨t,souffrisse,souffrisses,souffr̨t,,,,
CON-PR,souffrirais,souffrirais,souffrirait,souffrirais,souffrirais,souffrirait,,,,
IMP-PR,,souffre,,,souffre,,,,,
PAR-PR,,,souffrant,,,souffrant,,,,
