1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:enclos,enclos,enclÃ´t,enclosent,,,,,,,,,,,,,,
indicatif imparfait:,,,,,,,,,,,,,,,,,
indicatif futur simple:enclorai,encloras,enclora,enclorons,enclorez,encloront,,,,,,,,,,,,
indicatif passé simple:,,,,,,,,,,,,,,,,,
subjonctif présent:enclose,encloses,enclose,enclosions,enclosiez,enclosent,,,,,,,,,,,,
subjonctif imparfait:,,,,,,,,,,,,,,,,,
conditionnel présent:enclorais,enclorais,enclorait,enclorions,encloriez,encloraient,,,,,,,,,,,,
participe présent:,,enclosant,,,,,,,,,,,,,,,
