timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,bous,bous,bout,bous,bous,bout,,,,
IND-IM,bouillais,bouillais,bouillait,bouillais,bouillais,bouillait,,,,
IND-FS,bouillirai,bouilliras,bouillira,bouillirai,bouilliras,bouillira,,,,
IND-PS,bouillis,bouillis,bouillit,bouillis,bouillis,bouillit,,,,
SUB-PR,bouille,bouilles,bouille,bouille,bouilles,bouille,,,,
SUB-IM,bouillisse,bouillisses,bouill̨t,bouillisse,bouillisses,bouill̨t,,,,
CON-PR,bouillirais,bouillirais,bouillirait,bouillirais,bouillirais,bouillirait,,,,
IMP-PR,,bous,,,bous,,,,,
PAR-PR,,,bouillant,,,bouillant,,,,
