timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,endors,endors,endort,endors,endors,endort,,,,
IND-IM,endormais,endormais,endormait,endormais,endormais,endormait,,,,
IND-FS,endormirai,endormiras,endormira,endormirai,endormiras,endormira,,,,
IND-PS,endormis,endormis,endormit,endormis,endormis,endormit,,,,
SUB-PR,endorme,endormes,endorme,endorme,endormes,endorme,,,,
SUB-IM,endormisse,endormisses,endorm̨t,endormisse,endormisses,endorm̨t,,,,
CON-PR,endormirais,endormirais,endormirait,endormirais,endormirais,endormirait,,,,
IMP-PR,,endors,,,endors,,,,,
PAR-PR,,,endormant,,,endormant,,,,
