1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:vis,vis,vit,vivons,vivez,vivent,,,,,,,,,,,,
indicatif imparfait:vivais,vivais,vivait,vivions,viviez,vivaient,,,,,,,,,,,,
indicatif futur simple:vivrai,vivras,vivra,vivrons,vivrez,vivront,,,,,,,,,,,,
indicatif passé simple:vécus,vécus,vécut,vécûmes,vécûtes,vécurent,,,,,,,,,,,,
subjonctif présent:vive,vives,vive,vivions,viviez,vivent,,,,,,,,,,,,
subjonctif imparfait:vécusse,vécusses,vécût,vécussions,vécussiez,vécussent,,,,,,,,,,,,
conditionnel présent:vivrais,vivrais,vivrait,vivrions,vivriez,vivraient,,,,,,,,,,,,
impératif présent:,vis,,vivons,vivez,,,,,,,,,,,,,
participe présent:,,vivant,,,,,,,,,,,,,,,
