timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,saillis,saillis,saillit/saille,saillis,saillis,saillit/saille,,,,
IND-IM,saillissais,saillissais,saillissait/saillait,saillissais,saillissais,saillissait/saillait,,,,
IND-FS,saillirai,sailliras,saillira/saillera,saillirai,sailliras,saillira/saillera,,,,
IND-PS,saillis,saillis,saillit,saillis,saillis,saillit,,,,
SUB-PR,saillisse,saillisses,saillisse/saille,saillisse,saillisses,saillisse/saille,,,,
SUB-IM,saillisse,saillisses,saill̨t,saillisse,saillisses,saill̨t,,,,
CON-PR,saillirais,saillirais,saillirait/saillerait,saillirais,saillirais,saillirait/saillerait,,,,
IMP-PR,,saillis,,,saillis,,,,,
PAR-PR,,,saillissant,,,saillissant,,,,
