timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,sous-entends,sous-entends,sous-entend,sous-entends,sous-entends,sous-entend,,,,
IND-IM,sous-entendais,sous-entendais,sous-entendait,sous-entendais,sous-entendais,sous-entendait,,,,
IND-FS,sous-entendrai,sous-entendras,sous-entendra,sous-entendrai,sous-entendras,sous-entendra,,,,
IND-PS,sous-entendis,sous-entendis,sous-entendit,sous-entendis,sous-entendis,sous-entendit,,,,
SUB-PR,sous-entende,sous-entendes,sous-entende,sous-entende,sous-entendes,sous-entende,,,,
SUB-IM,sous-entendisse,sous-entendisses,sous-entend̨t,sous-entendisse,sous-entendisses,sous-entend̨t,,,,
CON-PR,sous-entendrais,sous-entendrais,sous-entendrait,sous-entendrais,sous-entendrais,sous-entendrait,,,,
IMP-PR,,sous-entends,,,sous-entends,,,,,
PAR-PR,,,sous-entendant,,,sous-entendant,,,,
