1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:inclus,inclus,inclut,incluons,incluez,incluent,,,,,,,,,,,,
indicatif imparfait:incluais,incluais,incluait,incluions,incluiez,incluaient,,,,,,,,,,,,
indicatif futur simple:inclurai,incluras,inclura,inclurons,inclurez,incluront,,,,,,,,,,,,
indicatif passé simple:inclus,inclus,inclut,inclûmes,inclûtes,inclurent,,,,,,,,,,,,
subjonctif présent:inclue,inclues,inclue,incluions,incluiez,incluent,,,,,,,,,,,,
subjonctif imparfait:inclusse,inclusses,inclÃ»t,inclussions,inclussiez,inclussent,,,,,,,,,,,,
conditionnel présent:inclurais,inclurais,inclurait,inclurions,incluriez,incluraient,,,,,,,,,,,,
impératif présent:,inclus,,incluons,incluez,,,,,,,,,,,,,
participe présent:,,incluant,,,,,,,,,,,,,,,
