timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,entends,entends,entend,entends,entends,entend,,,,
IND-IM,entendais,entendais,entendait,entendais,entendais,entendait,,,,
IND-FS,entendrai,entendras,entendra,entendrai,entendras,entendra,,,,
IND-PS,entendis,entendis,entendit,entendis,entendis,entendit,,,,
SUB-PR,entende,entendes,entende,entende,entendes,entende,,,,
SUB-IM,entendisse,entendisses,entend̨t,entendisse,entendisses,entend̨t,,,,
CON-PR,entendrais,entendrais,entendrait,entendrais,entendrais,entendrait,,,,
IMP-PR,,entends,,,entends,,,,,
PAR-PR,,,entendant,,,entendant,,,,
