timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,inscris,inscris,inscrit,inscris,inscris,inscrit,,,,
IND-IM,inscrivais,inscrivais,inscrivait,inscrivais,inscrivais,inscrivait,,,,
IND-FS,inscrirai,inscriras,inscrira,inscrirai,inscriras,inscrira,,,,
IND-PS,inscrivis,inscrivis,inscrivit,inscrivis,inscrivis,inscrivit,,,,
SUB-PR,inscrive,inscrives,inscrive,inscrive,inscrives,inscrive,,,,
SUB-IM,inscrivisse,inscrivisses,inscriv̨t,inscrivisse,inscrivisses,inscriv̨t,,,,
CON-PR,inscrirais,inscrirais,inscrirait,inscrirais,inscrirais,inscrirait,,,,
IMP-PR,,inscris,,,inscris,,,,,
PAR-PR,,,inscrivant,,,inscrivant,,,,
