1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:rabats,rabats,,rabattons,rabattez,rabattent,,,,,,,,,,,,
indicatif imparfait:rabattais,rabattais,rabattait,rabattions,rabattiez,rabattaient,,,,,,,,,,,,
indicatif futur simple:rabattrai,rabattras,rabattra,rabattrons,rabattrez,rabattront,,,,,,,,,,,,
indicatif passé simple:rabattis,rabattis,rabattit,rabattîmes,rabattîtes,rabattirent,,,,,,,,,,,,
subjonctif présent:rabatte,rabattes,rabatte,rabattions,rabattiez,rabattent,,,,,,,,,,,,
subjonctif imparfait:rabattisse,rabattisses,rabattÃ®t,rabattissions,rabattissiez,rabattissent,,,,,,,,,,,,
conditionnel présent:rabattrais,rabattrais,rabattrait,rabattrions,rabattriez,rabattraient,,,,,,,,,,,,
impératif présent:,rabats,,rabattons,rabattez,,,,,,,,,,,,,
participe présent:,,rabattant,,,,,,,,,,,,,,,
