1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:mens,mens,ment,mentons,mentez,mentent,,,,,,,,,,,,
indicatif imparfait:mentais,mentais,mentait,mentions,mentiez,mentaient,,,,,,,,,,,,
indicatif futur simple:mentirai,mentiras,mentira,mentirons,mentirez,mentiront,,,,,,,,,,,,
indicatif passé simple:mentis,mentis,mentit,mentîmes,mentîtes,mentirent,,,,,,,,,,,,
subjonctif présent:mente,mentes,mente,mentions,mentiez,mentent,,,,,,,,,,,,
subjonctif imparfait:mentisse,mentisses,mentÃ®t,mentissions,mentissiez,mentissent,,,,,,,,,,,,
conditionnel présent:mentirais,mentirais,mentirait,mentirions,mentiriez,mentiraient,,,,,,,,,,,,
impératif présent:,mens,,mentons,mentez,,,,,,,,,,,,,
participe présent:,,mentant,,,,,,,,,,,,,,,
