timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,retraduis,retraduis,retraduit,retraduis,retraduis,retraduit,,,,
IND-IM,retraduisais,retraduisais,retraduisait,retraduisais,retraduisais,retraduisait,,,,
IND-FS,retraduirai,retraduiras,retraduira,retraduirai,retraduiras,retraduira,,,,
IND-PS,retraduisis,retraduisis,retraduisit,retraduisis,retraduisis,retraduisit,,,,
SUB-PR,retraduise,retraduises,retraduise,retraduise,retraduises,retraduise,,,,
SUB-IM,retraduisisse,retraduisisses,retraduis̨t,retraduisisse,retraduisisses,retraduis̨t,,,,
CON-PR,retraduirais,retraduirais,retraduirait,retraduirais,retraduirais,retraduirait,,,,
IMP-PR,,retraduis,,,retraduis,,,,,
PAR-PR,,,retraduisant,,,retraduisant,,,,
