timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,surprends,surprends,surprend,surprends,surprends,surprend,,,,
IND-IM,surprenais,surprenais,surprenait,surprenais,surprenais,surprenait,,,,
IND-FS,surprendrai,surprendras,surprendra,surprendrai,surprendras,surprendra,,,,
IND-PS,surpris,surpris,surprit,surpris,surpris,surprit,,,,
SUB-PR,surprenne,surprennes,surprenne,surprenne,surprennes,surprenne,,,,
SUB-IM,surprisse,surprisses,surpr̨t,surprisse,surprisses,surpr̨t,,,,
CON-PR,surprendrais,surprendrais,surprendrait,surprendrais,surprendrais,surprendrait,,,,
IMP-PR,,surprends,,,surprends,,,,,
PAR-PR,,,surprenant,,,surprenant,,,,
