timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,corresponds,corresponds,correspond,corresponds,corresponds,correspond,,,,
IND-IM,correspondais,correspondais,correspondait,correspondais,correspondais,correspondait,,,,
IND-FS,correspondrai,correspondras,correspondra,correspondrai,correspondras,correspondra,,,,
IND-PS,correspondis,correspondis,correspondit,correspondis,correspondis,correspondit,,,,
SUB-PR,corresponde,correspondes,corresponde,corresponde,correspondes,corresponde,,,,
SUB-IM,correspondisse,correspondisses,correspond̨t,correspondisse,correspondisses,correspond̨t,,,,
CON-PR,correspondrais,correspondrais,correspondrait,correspondrais,correspondrais,correspondrait,,,,
IMP-PR,,corresponds,,,corresponds,,,,,
PAR-PR,,,correspondant,,,correspondant,,,,
