1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:transmets,transmets,transmet,transmettons,transmettez,transmettent,,,,,,,,,,,,
indicatif imparfait:transmettais,transmettais,transmettait,transmettions,transmettiez,transmettaient,,,,,,,,,,,,
indicatif futur simple:transmettrai,transmettras,transmettra,transmettrons,transmettrez,transmettront,,,,,,,,,,,,
indicatif passé simple:transmis,transmis,transmit,transmîmes,transmîtes,transmirent,,,,,,,,,,,,
subjonctif présent:transmette,transmettes,transmette,transmettions,transmettiez,transmettent,,,,,,,,,,,,
subjonctif imparfait:transmisse,transmisses,transmÃ®t,transmissions,transmissiez,transmissent,,,,,,,,,,,,
conditionnel présent:transmettrais,transmettrais,transmettrait,transmettrions,transmettriez,transmettraient,,,,,,,,,,,,
impératif présent:,transmets,,transmettons,transmettez,,,,,,,,,,,,,
participe présent:,,transmettant,,,,,,,,,,,,,,,
