1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:surviens,surviens,survient,survenons,survenez,surviennent,,,,,,,,,,,,
indicatif imparfait:survenais,survenais,survenait,survenions,surveniez,survenaient,,,,,,,,,,,,
indicatif futur simple:surviendrai,surviendras,surviendra,surviendrons,surviendrez,surviendront,,,,,,,,,,,,
indicatif passé simple:survins,survins,survint,survînmes,survîntes,survinrent,,,,,,,,,,,,
subjonctif présent:survienne,surviennes,survienne,survenions,surveniez,surviennent,,,,,,,,,,,,
subjonctif imparfait:survinsse,survinsses,survÃ®nt,survinssions,survinssiez,survinssent,,,,,,,,,,,,
conditionnel présent:surviendrais,surviendrais,surviendrait,surviendrions,surviendriez,surviendraient,,,,,,,,,,,,
impératif présent:,surviens,,survenons,survenez,,,,,,,,,,,,,
participe présent:,,survenant,,,,,,,,,,,,,,,
