timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,interdis,interdis,interdit,interdis,interdis,interdit,,,,
IND-IM,interdisais,interdisais,interdisait,interdisais,interdisais,interdisait,,,,
IND-FS,interdirai,interdiras,interdira,interdirai,interdiras,interdira,,,,
IND-PS,interdis,interdis,interdit,interdis,interdis,interdit,,,,
SUB-PR,interdise,interdises,interdise,interdise,interdises,interdise,,,,
SUB-IM,interdisse,interdisses,interd̨t,interdisse,interdisses,interd̨t,,,,
CON-PR,interdirais,interdirais,interdirait,interdirais,interdirais,interdirait,,,,
IMP-PR,,interdis,,,interdis,,,,,
PAR-PR,,,interdisant,,,interdisant,,,,
