1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:extrais,extrais,extrait,extrayons,extrayez,extraient,,,,,,,,,,,,
indicatif imparfait:extrayais,extrayais,extrayait,extrayions,extrayiez,extrayaient,,,,,,,,,,,,
indicatif futur simple:extrairai,extrairas,extraira,extrairons,extrairez,extrairont,,,,,,,,,,,,
indicatif passé simple:,,,,,,,,,,,,,,,,,
subjonctif présent:extraie,extraies,extraie,extrayions,extrayiez,extraient,,,,,,,,,,,,
subjonctif imparfait:,,,,,,,,,,,,,,,,,
conditionnel présent:extrairais,extrairais,extrairait,extrairions,extrairiez,extrairaient,,,,,,,,,,,,
impératif présent:,extrais,,extrayons,extrayez,,,,,,,,,,,,,
participe présent:,,extrayant,,,,,,,,,,,,,,,
