timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,parfonds,parfonds,parfond,parfonds,parfonds,parfond,,,,
IND-IM,parfondais,parfondais,parfondait,parfondais,parfondais,parfondait,,,,
IND-FS,parfondrai,parfondras,parfondra,parfondrai,parfondras,parfondra,,,,
IND-PS,parfondis,parfondis,parfondit,parfondis,parfondis,parfondit,,,,
SUB-PR,parfonde,parfondes,parfonde,parfonde,parfondes,parfonde,,,,
SUB-IM,parfondisse,parfondisses,parfond̨t,parfondisse,parfondisses,parfond̨t,,,,
CON-PR,parfondrais,parfondrais,parfondrait,parfondrais,parfondrais,parfondrait,,,,
IMP-PR,,parfonds,,,parfonds,,,,,
PAR-PR,,,parfondant,,,parfondant,,,,
