1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:ressors,ressors,ressort,ressortons,ressortez,ressortent,,,,,,,,,,,,
indicatif imparfait:ressortais,ressortais,ressortait,ressortions,ressortiez,ressortaient,,,,,,,,,,,,
indicatif futur simple:ressortirai,ressortiras,ressortira,ressortirons,ressortirez,ressortiront,,,,,,,,,,,,
indicatif passé simple:ressortis,ressortis,ressortit,ressortîmes,ressortîtes,ressortirent,,,,,,,,,,,,
subjonctif présent:ressorte,ressortes,ressorte,ressortions,ressortiez,ressortent,,,,,,,,,,,,
subjonctif imparfait:ressortisse,ressortisses,ressortÃ®t,ressortissions,ressortissiez,ressortissent,,,,,,,,,,,,
conditionnel présent:ressortirais,ressortirais,ressortirait,ressortirions,ressortiriez,ressortiraient,,,,,,,,,,,,
impératif présent:,ressors,,ressortons,ressortez,,,,,,,,,,,,,
participe présent:,,ressortant,,,,,,,,,,,,,,,
