timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,proscris,proscris,proscrit,proscris,proscris,proscrit,,,,
IND-IM,proscrivais,proscrivais,proscrivait,proscrivais,proscrivais,proscrivait,,,,
IND-FS,proscrirai,proscriras,proscrira,proscrirai,proscriras,proscrira,,,,
IND-PS,proscrivis,proscrivis,proscrivit,proscrivis,proscrivis,proscrivit,,,,
SUB-PR,proscrive,proscrives,proscrive,proscrive,proscrives,proscrive,,,,
SUB-IM,proscrivisse,proscrivisses,proscriv̨t,proscrivisse,proscrivisses,proscriv̨t,,,,
CON-PR,proscrirais,proscrirais,proscrirait,proscrirais,proscrirais,proscrirait,,,,
IMP-PR,,proscris,,,proscris,,,,,
PAR-PR,,,proscrivant,,,proscrivant,,,,
