1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:démens,démens,dément,démentons,démentez,démentent,,,,,,,,,,,,
indicatif imparfait:démentais,démentais,démentait,démentions,démentiez,démentaient,,,,,,,,,,,,
indicatif futur simple:démentirai,démentiras,démentira,démentirons,démentirez,démentiront,,,,,,,,,,,,
indicatif passé simple:démentis,démentis,démentit,démentîmes,démentîtes,démentirent,,,,,,,,,,,,
subjonctif présent:démente,démentes,démente,démentions,démentiez,démentent,,,,,,,,,,,,
subjonctif imparfait:démentisse,démentisses,démentît,démentissions,démentissiez,démentissent,,,,,,,,,,,,
conditionnel présent:démentirais,démentirais,démentirait,démentirions,démentiriez,démentiraient,,,,,,,,,,,,
impératif présent:,démens,,démentons,démentez,,,,,,,,,,,,,
participe présent:,,démentant,,,,,,,,,,,,,,,
