1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:compromets,compromets,compromet,compromettons,compromettez,compromettent,,,,,,,,,,,,
indicatif imparfait:compromettais,compromettais,compromettait,compromettions,compromettiez,compromettaient,,,,,,,,,,,,
indicatif futur simple:compromettrai,compromettras,compromettra,compromettrons,compromettrez,compromettront,,,,,,,,,,,,
indicatif passé simple:compromis,compromis,compromit,compromîmes,compromîtes,compromirent,,,,,,,,,,,,
subjonctif présent:compromette,compromettes,compromette,compromettions,compromettiez,compromettent,,,,,,,,,,,,
subjonctif imparfait:compromisse,compromisses,compromÃ®t,compromissions,compromissiez,compromissent,,,,,,,,,,,,
conditionnel présent:compromettrais,compromettrais,compromettrait,compromettrions,compromettriez,compromettraient,,,,,,,,,,,,
impératif présent:,compromets,,compromettons,compromettez,,,,,,,,,,,,,
participe présent:,,compromettant,,,,,,,,,,,,,,,
