1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:étends,étends,étend,étendons,étendez,étendent,,,,,,,,,,,,
indicatif imparfait:étendais,étendais,étendait,étendions,étendiez,étendaient,,,,,,,,,,,,
indicatif futur simple:étendrai,étendras,étendra,étendrons,étendrez,étendront,,,,,,,,,,,,
indicatif passé simple:étendis,étendis,étendit,étendîmes,étendîtes,étendirent,,,,,,,,,,,,
subjonctif présent:étende,étendes,étende,étendions,étendiez,étendent,,,,,,,,,,,,
subjonctif imparfait:étendisse,étendisses,étendît,étendissions,étendissiez,étendissent,,,,,,,,,,,,
conditionnel présent:étendrais,étendrais,étendrait,étendrions,étendriez,étendraient,,,,,,,,,,,,
impératif présent:,étends,,étendons,étendez,,,,,,,,,,,,,
participe présent:,,Ã©tendant,,,,,,,,,,,,,,,
