1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:ceins,ceins,ceint,ceignons,ceignez,ceignent,,,,,,,,,,,,
indicatif imparfait:ceignais,ceignais,ceignait,ceignions,ceigniez,ceignaient,,,,,,,,,,,,
indicatif futur simple:ceindrai,ceindras,ceindra,ceindrons,ceindrez,ceindront,,,,,,,,,,,,
indicatif passé simple:ceignis,ceignis,ceignit,ceignîmes,ceignîtes,ceignirent,,,,,,,,,,,,
subjonctif présent:ceigne,ceignes,ceigne,ceignions,ceigniez,ceignent,,,,,,,,,,,,
subjonctif imparfait:ceignisse,ceignisses,ceignÃ®t,ceignissions,ceignissiez,ceignissent,,,,,,,,,,,,
conditionnel présent:ceindrais,ceindrais,ceindrait,ceindrions,ceindriez,ceindraient,,,,,,,,,,,,
impératif présent:,ceins,,ceignons,ceignez,,,,,,,,,,,,,
participe présent:,,ceignant,,,,,,,,,,,,,,,
