timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,introduis,introduis,introduit,introduis,introduis,introduit,,,,
IND-IM,introduisais,introduisais,introduisait,introduisais,introduisais,introduisait,,,,
IND-FS,introduirai,introduiras,introduira,introduirai,introduiras,introduira,,,,
IND-PS,introduisis,introduisis,introduisit,introduisis,introduisis,introduisit,,,,
SUB-PR,introduise,introduises,introduise,introduise,introduises,introduise,,,,
SUB-IM,introduisisse,introduisisses,introduis̨t,introduisisse,introduisisses,introduis̨t,,,,
CON-PR,introduirais,introduirais,introduirait,introduirais,introduirais,introduirait,,,,
IMP-PR,,introduis,,,introduis,,,,,
PAR-PR,,,introduisant,,,introduisant,,,,
